%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5

                           truex ,           truey,             purex,           purey,           ekfx,           ekfy
1619936962676377058,0,3.44400447772,1.58997766479,3.50205884408,1.55124983116,3.28887715696,1.44275751783
1619936962727283954,0,3.46604600126,1.6348600804,3.5242909815,1.59604846755,3.32759224031,1.50846872461
1619936962777550935,0,3.48736744757,1.68009317156,3.54579361105,1.64119046006,3.35155938242,1.55210374764
1619936962826389074,0,3.50805606382,1.725819293,3.5669040972,1.68740681226,3.37679494701,1.59642764683
1619936962876333951,0,3.52823669515,1.77245374577,3.58728958268,1.73399285783,3.39880221553,1.63825214136
1619936962927541971,0,3.54769419538,1.81942371284,3.60695397059,1.78092854104,3.42164188349,1.6850028239
1619936962977375030,0,3.56638777122,1.86657318204,3.62583564866,1.82803522279,3.43432567338,1.70965428848
1619936963026340961,0,3.58421112716,1.91358110665,3.64380194019,1.87491266131,3.45682293392,1.75727121904
1619936963076554059,0,3.60129841462,1.96077591067,3.66105095654,1.92199500673,3.48951565753,1.82654143754
1619936963126396894,0,3.61748768682,2.00782785909,3.67736424537,1.9686909049,3.50121853702,1.85300710749
1619936963177336931,0,3.63275494098,2.05493920886,3.69281354354,2.01574309799,3.52873396704,1.91834323668
1619936963226573944,0,3.64712316384,2.10236312255,3.70741651373,2.06328443986,3.54635974974,1.9653285451
1619936963280447006,0,3.66073925613,2.15042700888,3.72124314245,2.11132545658,3.56272115514,2.0133767936
1619936963327451944,0,3.67358825033,2.19875605722,3.73429921113,2.15960342072,3.57082260034,2.03857263851
1619936963376580953,0,3.68565886008,2.24728476606,3.74657523139,2.20807872836,3.58801855892,2.08558949618
1619936963427392005,0,3.69701498207,2.29626690842,3.75822708093,2.25740535622,3.60290996142,2.13240105903
1619936963479480981,0,3.70767524685,2.34593293256,3.76911667939,2.30707201229,3.61030086011,2.15540618427
1619936963528548002,0,3.71756112896,2.39579020092,3.77921073711,2.35689339354,3.63844336839,2.25280955415
1619936963576340913,0,3.72663527336,2.44571759867,3.78840251088,2.40625406,3.65098933416,2.30263367357
1619936963626377105,0,3.73487814941,2.49521797101,3.79683935372,2.45570562347,3.66286233923,2.35147607817
1619936963677570104,0,3.74235400882,2.54481179147,3.80449438772,2.50504103736,3.66944657206,2.37552227117
1619936963726381063,0,3.74898695417,2.59412074556,3.81134050862,2.55411901284,3.68010148317,2.42703849249
1619936963776417970,0,3.75469025528,2.64331992977,3.81725947962,2.60326267669,3.68876836679,2.47481430792
1619936963824590921,0,3.75944249719,2.69261315277,3.82223235789,2.65251841734,3.70376762381,2.54811609776
1619936963876434087,0,3.76324852937,2.74198808971,3.82625695496,2.70185467617,3.71055175612,2.59617875097
1619936963926333904,0,3.76613715027,2.79167253736,3.8293606968,2.75173999929,3.71763068889,2.64524682703
1619936963977473020,0,3.76821161692,2.84163226808,3.83166571977,2.80170442595,3.71964404083,2.67121354791
1619936964031414031,0,3.76949419067,2.89184623566,3.83318772702,2.85246467679,3.72625854692,2.7193806263
1619936964076353073,0,3.76997149539,2.9426336287,3.83388669793,2.90322613362,3.73088342825,2.76968999914
1619936964126702070,0,3.76964015378,2.99345069076,3.83377688428,2.95408159222,3.73737090801,2.84426350889
1619936964176419019,0,3.76851061645,3.04421506118,3.83287584241,3.00430671417,3.73979041453,2.89604534334
1619936964226512908,0,3.76662570377,3.0943471494,3.8312154331,3.0544402496,3.74127327488,2.94580113844
1619936964279637098,0,3.76399081396,3.14439906977,3.82880702293,3.10438268667,3.74063690802,2.97160119249
1619936964326271057,0,3.76056467776,3.19398605602,3.82564009554,3.15383646682,3.74409265089,3.0222766361
1619936964376422882,0,3.75622653984,3.243324474,3.82153948768,3.20317649431,3.7429962009,3.0720777991
1619936964430577039,0,3.75093699804,3.29256264864,3.81648747392,3.25245011219,3.74251559418,3.14518179453
1619936964476346015,0,3.74470324494,3.34169083786,3.81049100794,3.30159859602,3.73960960448,3.19602248186
1619936964526216030,0,3.73752616052,3.39068981938,3.80355212822,3.35062564423,3.73598963191,3.24411306545
1619936964576541900,0,3.72941984143,3.43953904361,3.79567025692,3.39951152207,3.7315089599,3.293735841
1619936964626274108,0,3.72034911365,3.4883261069,3.7866853181,3.44914826248,3.7260450078,3.3446488151
1619936964676223993,0,3.7102207807,3.53765193146,3.77675365677,3.49852201244,3.72231257871,3.36869204133
1619936964726067066,0,3.69914637839,3.58685368581,3.76585456772,3.54791172776,3.71187599387,3.44339206632
1619936964778341054,0,3.68720927541,3.63567677823,3.75421881073,3.59641426538,3.7024825182,3.49182111128
1619936964826339006,0,3.67452342566,3.68386073761,3.74175529377,3.64464300522,3.69294637843,3.54361186909
1619936964875291109,0,3.66102763049,3.73176538092,3.728496932,3.69250725606,3.6856653594,3.58946098396
1619936964926521062,0,3.64672045758,3.77920709178,3.71441791691,3.73997445607,3.67326417526,3.63841346731
1619936964976269006,0,3.63151144931,3.82633483041,3.69942647195,3.78716555638,3.66650237043,3.66317913513
1619936965026261091,0,3.6153973597,3.87316075705,3.68352354216,3.83407730323,3.65505685437,3.71100880986
1619936965076457977,0,3.59838738734,3.91967407482,3.666721121,3.88067314249,3.64139816211,3.75935400687
1619936965127197027,0,3.58049358097,3.96585331469,3.64903099545,3.92693262759,3.62164989496,3.82981468284
1619936965177226066,0,3.56172414921,4.01167288866,3.6304564656,3.97283411569,3.61252794178,3.85367540189
1619936965226794004,0,3.54202788664,4.05722151838,3.61072307358,4.01902443765,3.59151066238,3.92320819713
1619936965277318000,0,3.52116324754,4.10312366264,3.59012221913,4.06478937924,3.57368142052,3.97124078903
1619936965326247930,0,3.49941992408,4.14867879827,3.56855769525,4.11041823571,3.55409459308,4.01750333518
1619936965376528978,0,3.47689550485,4.19374586835,3.54646039179,4.15506987853,3.53366969557,4.06315184392
1619936965427196979,0,3.45377251425,4.23802281075,3.52351089559,4.1995062238,3.52438923173,4.08563596146
1619936965477340936,0,3.42990789956,4.2819632483,3.49984258768,4.24357954093,3.50546594131,4.1319518579
1619936965526525974,0,3.40540486708,4.32539535116,3.47566472309,4.28691031086,3.48452340373,4.178666661
1619936965578428983,0,3.38028384484,4.36810740469,3.45075438634,4.32968897696,3.46376330696,4.22323736323
1619936965626149892,0,3.35436563081,4.41030432895,3.42501655355,4.37199291698,3.44078436859,4.26825426862
1619936965678627967,0,3.32763789897,4.4520008731,3.39847166502,4.41378724718,3.40659223186,4.33252949784
1619936965726403951,0,3.30012235938,4.49317081649,3.37112278783,4.4550699194,3.39170035251,4.36009268619
1619936965776314020,0,3.27182690464,4.53381064547,3.34298466628,4.4958210123,3.35647813408,4.41885396444
1619936965827450037,0,3.24267887009,4.57400279344,3.31363661952,4.53662691182,3.33076454585,4.46093469474
1619936965876209020,0,3.21233158668,4.61424236695,3.28335233749,4.57707716115,3.30202819679,4.50330879209
1619936965927406072,0,3.18118964322,4.65398926159,3.25228837847,4.61700219574,3.27468957463,4.5459477461
1619936965978472948,0,3.14944093529,4.69302603723,3.22092251804,4.65584779409,3.26066604819,4.56645494238
1619936966026129007,0,3.11724277269,4.73124652931,3.18885146138,4.69421379003,3.22966991958,4.60896924105
1619936966084325075,0,3.08440951018,4.76895752342,3.15616046264,4.73206463281,3.20077783693,4.6476606037
1619936966128465890,0,3.05097148523,4.80613459778,3.12286456919,4.76938202116,3.1543129528,4.70677870521
1619936966176362991,0,3.01693539052,4.84277011209,3.08893442836,4.8061969473,3.12355333735,4.74523415266
1619936966226365089,0,2.98256331004,4.87854491421,3.054780703,4.84207494182,3.09311057228,4.78323223907
1619936966276648044,0,2.94757234591,4.91359425879,3.01999122387,4.87723644735,3.06081811212,4.82339714501
1619936966330231904,0,2.91191996776,4.94797092894,2.98449360826,4.9117627822,3.0445499108,4.8402224997
1619936966378206968,0,2.87558939603,4.98168748204,2.94818851683,4.94574586111,3.00962514025,4.877771565
1619936966427550077,0,2.8383485984,5.01496328376,2.91064841907,4.9795618963,2.97577368538,4.91380060802
1619936966477421998,0,2.80013008019,5.04783315734,2.87240580943,5.01271213108,2.94130059168,4.94848910174
1619936966533405065,0,2.76121286669,5.0800726936,2.83354982662,5.04516959217,2.88905272643,5.0024421115
1619936966581487894,0,2.72190925501,5.11148373722,2.79471430059,5.07645886178,2.85253487424,5.0363802917
1619936966627341985,0,2.68237449075,5.14198606434,2.75525914379,5.10716804039,2.81408442143,5.06985028939
1619936966677369117,0,2.64228926609,5.17187496163,2.71530366809,5.13724667558,2.77661664983,5.10312412588
1619936966726552963,0,2.6017262043,5.20111395723,2.67486939497,5.1666764238,2.73470021996,5.13731984214
